order_id,customer_id,order_date,status,traffic_source,coupon_code,order_amount
50987,260,2024-07-23,Completed,Direct,WELCOME10,67.15
50988,20,2025-02-14,Cancelled,Social,WELCOME10,606.97
50989,242,2025-08-29,Completed,Organic,,391.12
50990,257,2024-10-22,Completed,Referral,,644.34
50991,400,2024-10-19,Completed,Referral,SPRING15,173.12
50992,58,2024-12-27,Completed,Email,FREESHIP,94.37
50993,27,2024-05-12,Completed,Email,,464.22
50994,147,2024-03-14,Completed,Direct,SPRING15,866.8199999999999
50995,100,2024-04-02,Completed,Direct,WELCOME10,471.62
50996,155,2025-01-24,Completed,Referral,SPRING15,398.61
50997,270,2024-06-26,Completed,Organic,,888.3
50998,115,2025-07-24,Completed,Social,WELCOME10,33.93
50999,237,2024-12-12,Completed,Email,,115.84
51000,74,2024-03-13,Completed,Organic,,338.86
51001,347,2024-11-02,Completed,Social,,99.42
51002,384,2024-08-18,Completed,Organic,,610.71
51003,68,2025-07-05,Cancelled,Direct,,417.65999999999997
51004,191,2025-06-25,Completed,Organic,,734.97
51005,326,2024-04-07,Completed,Referral,WELCOME10,1108.93
51006,343,2024-06-23,Completed,Paid Search,VIP25,442.8
51007,93,2024-05-28,Completed,Social,,269.64
51008,233,2024-07-23,Completed,Organic,,175.28
51009,247,2024-03-21,Completed,Organic,WELCOME10,49.44
51010,306,2024-09-01,Completed,Organic,WELCOME10,1432.01
51011,387,2025-04-28,Completed,Paid Search,WELCOME10,318.65000000000003
51012,353,2025-01-15,Completed,Paid Search,,269.38
51013,220,2024-10-26,Completed,Direct,SPRING15,253.29000000000002
51014,71,2024-07-24,Completed,Organic,,650.74
51015,396,2024-03-09,Completed,Paid Search,VIP25,60.7
51016,181,2024-07-25,Completed,Paid Search,,839.0699999999999
51017,342,2025-06-22,Completed,Email,,106.28
51018,50,2024-09-15,Completed,Email,,647.75
51019,238,2025-06-16,Completed,Organic,,606.46
51020,285,2025-03-24,Completed,Direct,,547.29
51021,343,2024-04-26,Completed,Paid Search,VIP25,482.52
51022,44,2024-03-20,Completed,Paid Search,WELCOME10,349.34
51023,76,2024-08-06,Completed,Organic,WELCOME10,527.89
51024,81,2025-07-13,Completed,Paid Search,,156.96
51025,286,2024-11-14,Completed,Paid Search,SPRING15,903.2500000000001
51026,353,2025-09-24,Completed,Email,VIP25,803.56
51027,183,2024-11-24,Completed,Direct,,579.24
51028,387,2024-06-18,Completed,Paid Search,,839.14
51029,81,2024-09-13,Completed,Email,,611.15
51030,27,2024-09-22,Completed,Paid Search,,683.66
51031,166,2025-07-19,Completed,Direct,,816.6099999999999
51032,363,2024-08-05,Completed,Direct,,33.93
51033,172,2024-08-21,Completed,Paid Search,VIP25,619.24
51034,263,2024-05-11,Completed,Paid Search,,982.47
51035,91,2025-01-19,Completed,Paid Search,,623.87
51036,321,2025-03-24,Completed,Direct,SPRING15,80.92
51037,290,2025-09-14,Completed,Social,,101.78999999999999
51038,367,2024-11-22,Completed,Email,,61.0
51039,292,2024-05-14,Completed,Social,VIP25,340.74
51040,4,2024-10-16,Completed,Paid Search,WELCOME10,1009.88
51041,312,2025-07-13,Completed,Social,,103.49
51042,196,2025-07-23,Completed,Paid Search,,898.0
51043,361,2024-05-14,Completed,Paid Search,,369.64
51044,149,2024-03-30,Refunded,Organic,,240.3
51045,79,2025-08-15,Completed,Organic,,185.45
51046,328,2024-03-23,Completed,Paid Search,,511.11
51047,28,2024-12-04,Completed,Email,,743.52
51048,70,2025-01-22,Completed,Organic,VIP25,234.89
51049,369,2025-09-27,Completed,Organic,,594.6600000000001
51050,160,2024-04-25,Completed,Organic,,38.42
51051,240,2024-11-26,Cancelled,Direct,VIP25,570.11
51052,364,2025-07-12,Completed,Organic,VIP25,103.49
51053,62,2025-09-03,Completed,Direct,VIP25,374.72
51054,236,2025-08-08,Completed,Direct,SPRING15,443.86
51055,358,2025-06-29,Completed,Email,,270.07
51056,138,2025-07-25,Completed,Organic,,59.93
51057,9,2025-03-16,Completed,Organic,FREESHIP,655.89
51058,321,2025-08-29,Completed,Social,,15.07
51059,232,2024-07-28,Completed,Referral,,142.74
51060,107,2024-01-28,Completed,Paid Search,VIP25,822.48
51061,149,2024-04-09,Completed,Social,VIP25,357.7
51062,357,2025-02-08,Completed,Direct,,498.78999999999996
51063,270,2024-06-27,Completed,Paid Search,,418.22
51064,68,2025-02-01,Completed,Paid Search,WELCOME10,892.48
51065,366,2024-12-22,Completed,Direct,,313.43
51066,325,2024-05-15,Completed,Email,SPRING15,216.91
51067,144,2025-01-25,Completed,Organic,,603.75
51068,357,2024-01-23,Completed,Social,,403.42
51069,295,2024-03-20,Completed,Paid Search,,1444.25
51070,216,2025-03-25,Completed,Direct,,219.99
51071,308,2025-09-08,Completed,Referral,,575.54
51072,7,2024-06-03,Completed,Paid Search,,482.35
51073,201,2024-12-01,Completed,Paid Search,SPRING15,330.3
51074,357,2025-05-12,Completed,Organic,,858.77
51075,249,2024-10-31,Completed,Email,WELCOME10,869.77
51076,115,2025-09-11,Completed,Email,,701.5899999999999
51077,83,2025-04-24,Completed,Social,,572.31
51078,128,2024-01-26,Completed,Email,,501.65
51079,50,2025-02-18,Completed,Direct,,416.58
51080,317,2024-05-24,Completed,Social,,240.09
51081,189,2024-12-24,Completed,Paid Search,,1057.48
51082,33,2024-09-23,Completed,Paid Search,WELCOME10,182.52
51083,74,2024-06-23,Completed,Paid Search,,612.41
51084,385,2025-07-10,Cancelled,Referral,,677.1600000000001
51085,73,2025-01-20,Completed,Organic,VIP25,287.43
51086,111,2024-02-05,Completed,Social,,28.76
51087,246,2024-02-17,Completed,Email,,793.27
51088,197,2025-01-06,Completed,Direct,VIP25,458.31
51089,271,2024-11-14,Completed,Referral,VIP25,677.28
51090,343,2025-02-18,Completed,Paid Search,,445.21000000000004
51091,396,2025-09-21,Completed,Organic,,342.12
51092,202,2025-03-01,Completed,Organic,SPRING15,310.46999999999997
51093,1,2024-12-31,Completed,Paid Search,,584.48
51094,248,2025-01-03,Completed,Paid Search,,651.48
51095,69,2025-02-24,Completed,Social,SPRING15,206.98
51096,213,2025-07-20,Completed,Organic,,115.15
51097,361,2024-09-26,Completed,Paid Search,VIP25,385.84
51098,149,2025-03-12,Completed,Paid Search,,115.84
51099,20,2024-01-11,Completed,Direct,,578.98
51100,151,2024-05-28,Completed,Direct,,646.3
51101,246,2024-07-28,Completed,Organic,,943.81
51102,287,2024-12-02,Completed,Organic,WELCOME10,361.56
51103,171,2024-09-19,Completed,Referral,,265.5
51104,138,2025-01-20,Completed,Paid Search,WELCOME10,330.9
51105,234,2024-04-02,Completed,Referral,SPRING15,698.57
51106,319,2025-09-23,Completed,Organic,SPRING15,504.23
51107,348,2024-11-06,Completed,Paid Search,,364.28999999999996
51108,237,2024-01-17,Completed,Social,WELCOME10,647.8000000000001
51109,67,2024-07-24,Completed,Organic,,336.36
51110,338,2024-03-08,Refunded,Social,,158.45999999999998
51111,395,2024-11-25,Completed,Direct,VIP25,672.8100000000001
51112,11,2024-12-10,Completed,Organic,VIP25,302.65
51113,193,2024-04-06,Completed,Paid Search,,618.8199999999999
51114,196,2024-01-17,Completed,Direct,WELCOME10,400.6
51115,171,2024-05-10,Completed,Email,WELCOME10,749.4
51116,147,2024-10-08,Completed,Direct,,741.52
51117,97,2025-03-05,Refunded,Paid Search,,456.14
51118,221,2024-04-29,Completed,Organic,,59.260000000000005
51119,318,2024-12-21,Completed,Organic,,35.07
51120,148,2025-06-15,Completed,Organic,WELCOME10,622.94
51121,261,2025-02-25,Completed,Social,,737.19
51122,45,2024-07-31,Completed,Direct,,117.58
51123,273,2025-07-23,Completed,Organic,,487.65
51124,73,2024-08-07,Completed,Organic,,242.76
51125,54,2025-09-08,Completed,Direct,,571.21
51126,149,2025-06-15,Completed,Paid Search,,528.51
51127,193,2024-02-08,Completed,Organic,WELCOME10,379.79999999999995
51128,196,2024-08-08,Completed,Organic,,206.06
51129,106,2025-01-21,Completed,Paid Search,WELCOME10,663.65
51130,317,2025-04-16,Completed,Organic,VIP25,242.76
51131,132,2024-03-03,Completed,Direct,WELCOME10,441.66
51132,126,2024-03-08,Completed,Direct,,612.5
51133,299,2024-06-23,Completed,Email,,383.72
51134,249,2024-09-21,Completed,Email,,394.39
51135,183,2024-06-22,Completed,Organic,,528.51
51136,37,2024-05-09,Completed,Paid Search,WELCOME10,68.03
51137,289,2024-02-16,Refunded,Organic,WELCOME10,428.94000000000005
51138,70,2024-08-18,Completed,Organic,,167.92
51139,207,2024-12-27,Completed,Paid Search,,110.31
51140,64,2025-06-09,Completed,Referral,VIP25,289.6
51141,185,2024-04-24,Completed,Organic,,434.40000000000003
51142,260,2024-02-09,Completed,Referral,VIP25,598.74
51143,240,2025-09-15,Completed,Organic,WELCOME10,290.73
51144,227,2024-08-14,Refunded,Paid Search,,820.0600000000001
51145,108,2024-08-19,Completed,Paid Search,VIP25,756.54
51146,343,2024-11-01,Refunded,Paid Search,SPRING15,800.8900000000001
51147,8,2025-06-04,Completed,Email,,592.03
51148,247,2024-05-30,Completed,Referral,,234.89
51149,334,2025-01-27,Completed,Referral,,244.44
51150,25,2025-07-12,Completed,Direct,SPRING15,237.48000000000002
51151,154,2024-11-20,Completed,Referral,,32.96
51152,199,2025-01-13,Cancelled,Social,,389.11
51153,261,2025-07-02,Completed,Organic,WELCOME10,1013.6400000000001
51154,394,2024-09-10,Completed,Social,WELCOME10,1003.69
51155,357,2024-03-08,Cancelled,Social,VIP25,601.1
51156,152,2024-07-08,Refunded,Social,,288.66
51157,32,2025-03-25,Completed,Organic,SPRING15,873.94
51158,171,2024-08-24,Completed,Organic,,29.05
51159,94,2025-09-09,Completed,Direct,SPRING15,124.32
51160,22,2024-02-26,Completed,Direct,WELCOME10,313.92
51161,185,2025-01-16,Completed,Organic,SPRING15,332.77
51162,129,2024-08-09,Completed,Organic,FREESHIP,451.05
51163,118,2024-03-30,Completed,Paid Search,VIP25,158.43
51164,337,2024-02-20,Completed,Direct,,519.36
51165,377,2025-08-16,Completed,Social,FREESHIP,389.17999999999995
51166,388,2025-06-11,Cancelled,Organic,,43.14
51167,170,2024-09-22,Completed,Paid Search,,621.28
51168,77,2024-05-31,Completed,Direct,,213.72
51169,49,2024-10-14,Completed,Paid Search,,329.21999999999997
51170,376,2024-02-20,Completed,Social,,88.42
51171,222,2024-06-17,Completed,Referral,WELCOME10,345.95
