order_id,product_id,quantity,unit_price,unit_cost
50592,1008,3,103.49,74.13
50592,1011,3,174.67,116.54
50592,1018,1,63.98,54.67
50592,1031,2,30.5,24.61
50593,1010,1,11.69,7.37
50593,1036,3,59.93,40.03
50594,1002,2,103.94,89.18
50594,1030,3,112.12,74.87
50594,1012,3,158.43,100.73
50594,1004,3,29.05,22.94
50595,1016,1,47.58,39.99
50596,1039,2,66.86,55.62
50596,1035,2,144.8,97.97
50596,1004,2,29.05,22.94
50596,1008,3,103.49,74.13
50596,1018,1,63.98,54.67
50597,1008,1,103.49,74.13
50598,1036,1,59.93,40.03
50599,1006,1,15.07,11.68
50600,1031,1,30.5,24.61
50601,1038,1,109.74,83.69
50602,1012,2,158.43,100.73
50602,1002,1,103.94,89.18
50602,1011,2,174.67,116.54
50602,1005,1,33.22,22.94
50602,1039,3,66.86,55.62
50603,1024,2,73.33,57.45
50603,1018,1,63.98,54.67
50603,1016,3,47.58,39.99
50604,1032,3,14.38,12.48
50604,1036,2,59.93,40.03
50604,1005,2,33.22,22.94
50605,1022,2,58.79,38.6
50605,1009,3,106.58,86.43
50605,1017,3,80.92,65.35
50605,1038,3,109.74,83.69
50605,1014,1,36.77,25.91
50606,1006,3,15.07,11.68
50606,1016,1,47.58,39.99
50606,1030,2,112.12,74.87
50606,1039,2,66.86,55.62
50606,1001,2,156.96,114.33
50607,1009,2,106.58,86.43
50607,1033,1,173.12,114.12
50607,1010,1,11.69,7.37
50607,1038,1,109.74,83.69
50607,1001,3,156.96,114.33
50608,1001,2,156.96,114.33
50608,1016,3,47.58,39.99
50609,1017,1,80.92,65.35
50609,1024,1,73.33,57.45
50609,1014,1,36.77,25.91
50609,1032,2,14.38,12.48
50609,1015,1,40.83,26.09
50610,1016,1,47.58,39.99
50610,1027,3,96.91,64.14
50611,1015,3,40.83,26.09
50611,1033,1,173.12,114.12
50611,1014,3,36.77,25.91
50611,1006,2,15.07,11.68
50611,1005,1,33.22,22.94
50612,1019,1,49.9,38.49
50612,1039,1,66.86,55.62
50612,1007,2,144.78,104.61
50612,1013,1,45.68,29.42
50613,1034,3,170.37,116.05
50613,1032,2,14.38,12.48
50613,1013,1,45.68,29.42
50614,1009,2,106.58,86.43
50614,1023,2,61.77,47.13
50614,1027,1,96.91,64.14
50615,1019,2,49.9,38.49
50616,1015,3,40.83,26.09
50616,1007,3,144.78,104.61
50617,1037,1,19.21,16.23
50617,1010,2,11.69,7.37
50617,1002,1,103.94,89.18
50617,1009,2,106.58,86.43
50618,1030,1,112.12,74.87
50618,1001,2,156.96,114.33
50618,1010,1,11.69,7.37
50618,1009,3,106.58,86.43
50619,1017,3,80.92,65.35
50619,1038,2,109.74,83.69
50619,1029,2,16.48,10.34
50619,1009,1,106.58,86.43
50620,1008,2,103.49,74.13
50621,1024,3,73.33,57.45
50622,1032,1,14.38,12.48
50622,1014,1,36.77,25.91
50622,1029,3,16.48,10.34
50622,1009,2,106.58,86.43
50623,1023,2,61.77,47.13
50623,1019,3,49.9,38.49
50623,1005,3,33.22,22.94
50624,1033,3,173.12,114.12
50624,1021,1,26.77,21.04
50624,1005,3,33.22,22.94
50625,1010,2,11.69,7.37
50625,1006,1,15.07,11.68
50625,1014,1,36.77,25.91
50625,1026,2,33.93,27.96
50625,1011,1,174.67,116.54
50626,1007,3,144.78,104.61
50626,1017,2,80.92,65.35
50627,1004,1,29.05,22.94
50627,1012,1,158.43,100.73
50627,1007,2,144.78,104.61
50627,1011,1,174.67,116.54
50627,1001,2,156.96,114.33
50628,1017,1,80.92,65.35
50628,1020,2,99.84,75.36
50628,1037,2,19.21,16.23
50629,1036,2,59.93,40.03
50629,1025,3,132.87,95.3
50629,1001,3,156.96,114.33
50630,1009,3,106.58,86.43
50630,1014,2,36.77,25.91
50630,1030,3,112.12,74.87
50630,1010,2,11.69,7.37
50631,1007,1,144.78,104.61
50631,1038,3,109.74,83.69
50631,1011,1,174.67,116.54
50631,1021,3,26.77,21.04
50631,1037,2,19.21,16.23
50632,1007,3,144.78,104.61
50632,1004,1,29.05,22.94
50633,1013,1,45.68,29.42
50633,1017,1,80.92,65.35
50633,1033,1,173.12,114.12
50633,1009,1,106.58,86.43
50634,1035,2,144.8,97.97
50635,1036,3,59.93,40.03
50636,1028,1,86.55,73.13
50636,1018,2,63.98,54.67
50636,1006,1,15.07,11.68
50636,1001,2,156.96,114.33
50636,1027,2,96.91,64.14
50637,1030,2,112.12,74.87
50637,1011,3,174.67,116.54
50637,1014,1,36.77,25.91
50638,1001,2,156.96,114.33
50638,1003,1,115.15,73.85
50638,1020,3,99.84,75.36
50639,1004,1,29.05,22.94
50639,1023,1,61.77,47.13
50639,1037,1,19.21,16.23
50640,1024,3,73.33,57.45
50640,1026,3,33.93,27.96
50641,1024,3,73.33,57.45
50641,1005,2,33.22,22.94
50642,1024,3,73.33,57.45
50642,1001,1,156.96,114.33
50642,1016,3,47.58,39.99
50642,1028,3,86.55,73.13
50642,1033,3,173.12,114.12
50643,1024,2,73.33,57.45
50643,1013,1,45.68,29.42
50643,1009,2,106.58,86.43
50644,1019,2,49.9,38.49
50645,1027,3,96.91,64.14
50645,1003,3,115.15,73.85
50645,1018,3,63.98,54.67
50645,1013,2,45.68,29.42
50645,1037,1,19.21,16.23
50646,1024,2,73.33,57.45
50646,1023,2,61.77,47.13
50646,1014,1,36.77,25.91
50646,1039,2,66.86,55.62
50647,1001,2,156.96,114.33
50647,1027,2,96.91,64.14
50647,1019,2,49.9,38.49
50647,1020,2,99.84,75.36
50647,1002,1,103.94,89.18
50648,1035,1,144.8,97.97
50648,1030,2,112.12,74.87
50648,1013,3,45.68,29.42
50649,1038,3,109.74,83.69
50649,1011,2,174.67,116.54
50649,1029,1,16.48,10.34
50649,1004,1,29.05,22.94
50649,1031,1,30.5,24.61
50650,1015,1,40.83,26.09
50650,1007,2,144.78,104.61
50650,1036,2,59.93,40.03
50650,1019,1,49.9,38.49
50651,1013,3,45.68,29.42
50652,1003,1,115.15,73.85
50653,1015,3,40.83,26.09
50653,1000,3,57.92,48.07
50653,1034,2,170.37,116.05
50653,1014,3,36.77,25.91
50654,1028,2,86.55,73.13
50654,1031,1,30.5,24.61
50654,1002,1,103.94,89.18
50654,1039,1,66.86,55.62
50655,1033,1,173.12,114.12
50655,1017,3,80.92,65.35
50655,1030,1,112.12,74.87
50655,1036,1,59.93,40.03
50655,1039,2,66.86,55.62
50656,1001,1,156.96,114.33
50656,1010,1,11.69,7.37
50656,1000,3,57.92,48.07
50657,1003,2,115.15,73.85
50657,1031,1,30.5,24.61
50658,1031,1,30.5,24.61
50659,1036,1,59.93,40.03
50659,1026,2,33.93,27.96
50659,1002,2,103.94,89.18
50659,1015,1,40.83,26.09
50660,1013,3,45.68,29.42
50660,1029,2,16.48,10.34
50660,1021,1,26.77,21.04
50660,1032,1,14.38,12.48
50660,1023,1,61.77,47.13
50661,1026,3,33.93,27.96
50661,1005,3,33.22,22.94
50661,1020,2,99.84,75.36
50661,1019,1,49.9,38.49
50662,1036,2,59.93,40.03
50663,1012,3,158.43,100.73
50663,1004,1,29.05,22.94
50663,1008,1,103.49,74.13
50664,1022,1,58.79,38.6
50664,1019,2,49.9,38.49
50665,1013,3,45.68,29.42
50666,1027,1,96.91,64.14
50666,1003,3,115.15,73.85
50666,1010,3,11.69,7.37
50666,1004,1,29.05,22.94
50666,1022,2,58.79,38.6
50667,1024,1,73.33,57.45
50667,1007,1,144.78,104.61
50667,1034,1,170.37,116.05
50667,1020,2,99.84,75.36
50667,1011,2,174.67,116.54
50668,1000,1,57.92,48.07
50668,1029,3,16.48,10.34
50668,1003,1,115.15,73.85
50668,1013,3,45.68,29.42
50669,1020,2,99.84,75.36
50669,1023,1,61.77,47.13
50670,1019,3,49.9,38.49
50670,1006,1,15.07,11.68
50670,1012,2,158.43,100.73
50670,1022,2,58.79,38.6
50671,1012,2,158.43,100.73
50671,1031,3,30.5,24.61
50672,1010,3,11.69,7.37
50672,1001,2,156.96,114.33
50673,1003,3,115.15,73.85
50673,1009,1,106.58,86.43
50673,1024,1,73.33,57.45
50674,1027,1,96.91,64.14
50674,1025,2,132.87,95.3
50674,1038,1,109.74,83.69
50674,1032,2,14.38,12.48
50674,1021,3,26.77,21.04
50675,1013,1,45.68,29.42
50675,1030,2,112.12,74.87
50676,1007,2,144.78,104.61
50676,1009,3,106.58,86.43
50676,1039,1,66.86,55.62
50676,1023,1,61.77,47.13
50677,1010,3,11.69,7.37
50677,1035,3,144.8,97.97
50677,1020,1,99.84,75.36
50678,1026,1,33.93,27.96
50678,1022,3,58.79,38.6
50678,1031,1,30.5,24.61
50678,1024,3,73.33,57.45
50678,1000,3,57.92,48.07
50679,1003,1,115.15,73.85
50679,1035,3,144.8,97.97
50679,1014,2,36.77,25.91
50679,1004,2,29.05,22.94
50680,1003,2,115.15,73.85
50680,1010,1,11.69,7.37
50680,1013,2,45.68,29.42
50680,1005,3,33.22,22.94
50680,1018,1,63.98,54.67
50681,1003,2,115.15,73.85
50681,1004,3,29.05,22.94
50681,1022,1,58.79,38.6
50681,1037,2,19.21,16.23
50682,1026,2,33.93,27.96
50682,1023,2,61.77,47.13
50683,1026,2,33.93,27.96
50683,1037,2,19.21,16.23
50683,1021,2,26.77,21.04
50683,1029,3,16.48,10.34
50683,1004,1,29.05,22.94
50684,1035,1,144.8,97.97
50684,1026,1,33.93,27.96
50685,1006,3,15.07,11.68
50685,1034,3,170.37,116.05
50685,1018,3,63.98,54.67
50686,1022,3,58.79,38.6
50686,1028,3,86.55,73.13
50686,1014,1,36.77,25.91
50687,1036,2,59.93,40.03
50687,1024,2,73.33,57.45
50687,1020,3,99.84,75.36
50687,1006,3,15.07,11.68
50687,1016,3,47.58,39.99
50688,1006,3,15.07,11.68
50688,1019,1,49.9,38.49
50688,1038,3,109.74,83.69
50688,1014,1,36.77,25.91
50688,1023,1,61.77,47.13
50689,1012,3,158.43,100.73
50689,1017,3,80.92,65.35
50689,1011,2,174.67,116.54
50690,1006,2,15.07,11.68
50690,1000,1,57.92,48.07
50690,1007,3,144.78,104.61
50691,1022,3,58.79,38.6
50691,1008,3,103.49,74.13
50691,1014,1,36.77,25.91
50691,1037,3,19.21,16.23
50692,1002,3,103.94,89.18
50692,1006,3,15.07,11.68
50693,1036,3,59.93,40.03
50693,1023,2,61.77,47.13
50694,1014,2,36.77,25.91
50694,1007,1,144.78,104.61
50694,1033,1,173.12,114.12
50694,1020,1,99.84,75.36
50695,1003,2,115.15,73.85
50695,1034,3,170.37,116.05
50696,1019,2,49.9,38.49
50697,1012,3,158.43,100.73
50697,1016,3,47.58,39.99
50697,1022,3,58.79,38.6
50697,1039,1,66.86,55.62
50698,1004,3,29.05,22.94
50698,1020,2,99.84,75.36
50699,1026,1,33.93,27.96
50700,1037,1,19.21,16.23
50700,1012,2,158.43,100.73
50700,1008,3,103.49,74.13
50701,1033,2,173.12,114.12
50701,1017,3,80.92,65.35
50701,1037,3,19.21,16.23
50701,1011,2,174.67,116.54
50701,1000,2,57.92,48.07
50702,1020,3,99.84,75.36
50702,1003,3,115.15,73.85
50703,1023,3,61.77,47.13
50703,1038,3,109.74,83.69
50703,1034,1,170.37,116.05
50703,1002,3,103.94,89.18
50703,1017,2,80.92,65.35
50704,1003,3,115.15,73.85
50704,1008,3,103.49,74.13
50704,1017,2,80.92,65.35
50705,1008,2,103.49,74.13
50705,1010,3,11.69,7.37
50706,1026,2,33.93,27.96
50706,1030,1,112.12,74.87
50706,1035,2,144.8,97.97
50707,1032,1,14.38,12.48
50707,1003,2,115.15,73.85
50707,1001,3,156.96,114.33
50708,1029,3,16.48,10.34
50708,1021,2,26.77,21.04
50709,1003,3,115.15,73.85
50709,1032,1,14.38,12.48
50709,1017,1,80.92,65.35
50710,1036,2,59.93,40.03
50710,1027,2,96.91,64.14
50711,1018,1,63.98,54.67
50711,1000,3,57.92,48.07
50711,1023,1,61.77,47.13
50711,1015,1,40.83,26.09
50711,1027,2,96.91,64.14
50712,1014,3,36.77,25.91
50712,1025,2,132.87,95.3
50712,1029,3,16.48,10.34
50713,1021,1,26.77,21.04
50713,1006,2,15.07,11.68
50713,1003,2,115.15,73.85
50714,1031,2,30.5,24.61
50714,1036,2,59.93,40.03
50714,1033,1,173.12,114.12
50715,1027,3,96.91,64.14
50715,1023,1,61.77,47.13
50716,1016,2,47.58,39.99
50716,1024,2,73.33,57.45
50716,1029,1,16.48,10.34
50716,1038,3,109.74,83.69
50717,1005,2,33.22,22.94
50717,1020,3,99.84,75.36
50718,1023,2,61.77,47.13
50718,1004,1,29.05,22.94
50718,1010,3,11.69,7.37
50718,1029,2,16.48,10.34
50718,1037,1,19.21,16.23
50719,1025,2,132.87,95.3
50719,1013,2,45.68,29.42
50719,1023,3,61.77,47.13
50719,1021,2,26.77,21.04
50720,1001,2,156.96,114.33
50720,1016,1,47.58,39.99
50720,1039,1,66.86,55.62
50720,1010,2,11.69,7.37
50720,1020,1,99.84,75.36
50721,1001,3,156.96,114.33
50721,1037,1,19.21,16.23
50721,1010,1,11.69,7.37
50721,1016,3,47.58,39.99
50721,1004,1,29.05,22.94
50722,1001,3,156.96,114.33
50722,1034,3,170.37,116.05
50722,1019,1,49.9,38.49
50723,1031,3,30.5,24.61
50723,1009,3,106.58,86.43
50723,1029,3,16.48,10.34
50723,1028,1,86.55,73.13
50723,1025,2,132.87,95.3
50724,1000,2,57.92,48.07
50724,1007,2,144.78,104.61
50725,1039,2,66.86,55.62
50725,1015,2,40.83,26.09
50725,1026,3,33.93,27.96
50725,1020,2,99.84,75.36
50726,1011,1,174.67,116.54
50726,1006,1,15.07,11.68
50726,1007,2,144.78,104.61
50727,1020,2,99.84,75.36
50728,1038,3,109.74,83.69
50729,1020,2,99.84,75.36
50729,1010,3,11.69,7.37
50730,1038,1,109.74,83.69
50730,1029,3,16.48,10.34
50730,1017,1,80.92,65.35
50730,1009,2,106.58,86.43
50731,1036,2,59.93,40.03
50731,1001,2,156.96,114.33
50732,1016,1,47.58,39.99
50732,1011,3,174.67,116.54
50732,1033,1,173.12,114.12
50732,1023,1,61.77,47.13
50732,1017,3,80.92,65.35
50733,1003,3,115.15,73.85
50733,1013,2,45.68,29.42
50734,1038,1,109.74,83.69
50735,1039,1,66.86,55.62
50735,1010,3,11.69,7.37
50736,1036,3,59.93,40.03
50737,1004,2,29.05,22.94
50737,1012,2,158.43,100.73
50738,1007,3,144.78,104.61
50738,1036,2,59.93,40.03
50738,1010,2,11.69,7.37
50738,1001,2,156.96,114.33
50738,1014,1,36.77,25.91
50739,1023,1,61.77,47.13
50739,1005,1,33.22,22.94
50739,1001,3,156.96,114.33
50739,1020,3,99.84,75.36
50740,1003,3,115.15,73.85
50741,1007,3,144.78,104.61
50741,1034,2,170.37,116.05
50741,1027,2,96.91,64.14
50741,1002,1,103.94,89.18
50742,1004,1,29.05,22.94
50743,1038,1,109.74,83.69
50743,1034,3,170.37,116.05
50744,1029,1,16.48,10.34
50744,1011,1,174.67,116.54
50744,1021,2,26.77,21.04
50744,1038,2,109.74,83.69
50744,1017,2,80.92,65.35
50745,1000,3,57.92,48.07
50745,1021,1,26.77,21.04
50746,1012,2,158.43,100.73
50746,1025,3,132.87,95.3
50746,1015,1,40.83,26.09
50746,1027,3,96.91,64.14
50747,1022,1,58.79,38.6
50747,1026,2,33.93,27.96
50747,1031,1,30.5,24.61
50747,1037,1,19.21,16.23
50747,1011,3,174.67,116.54
50748,1008,2,103.49,74.13
50748,1029,1,16.48,10.34
50749,1005,3,33.22,22.94
50749,1009,3,106.58,86.43
50749,1008,2,103.49,74.13
50749,1000,2,57.92,48.07
50749,1035,1,144.8,97.97
50750,1036,2,59.93,40.03
50750,1037,1,19.21,16.23
50750,1012,2,158.43,100.73
50751,1007,1,144.78,104.61
50751,1002,1,103.94,89.18
50752,1032,3,14.38,12.48
50752,1034,3,170.37,116.05
50752,1015,1,40.83,26.09
50752,1025,2,132.87,95.3
50753,1035,3,144.8,97.97
50753,1029,1,16.48,10.34
50753,1003,3,115.15,73.85
50754,1032,3,14.38,12.48
50754,1017,1,80.92,65.35
50754,1009,3,106.58,86.43
50754,1003,1,115.15,73.85
50755,1023,1,61.77,47.13
50755,1012,2,158.43,100.73
50755,1002,2,103.94,89.18
50755,1038,3,109.74,83.69
50755,1025,2,132.87,95.3
50756,1036,3,59.93,40.03
50756,1015,1,40.83,26.09
50756,1012,1,158.43,100.73
50756,1002,1,103.94,89.18
50757,1022,1,58.79,38.6
50757,1008,1,103.49,74.13
50757,1025,1,132.87,95.3
50757,1039,1,66.86,55.62
50757,1034,3,170.37,116.05
50758,1012,3,158.43,100.73
50758,1005,3,33.22,22.94
50758,1028,2,86.55,73.13
50758,1006,3,15.07,11.68
50758,1003,2,115.15,73.85
50759,1019,2,49.9,38.49
50759,1016,3,47.58,39.99
50760,1001,2,156.96,114.33
50760,1016,1,47.58,39.99
50761,1027,2,96.91,64.14
50761,1012,2,158.43,100.73
50761,1034,2,170.37,116.05
50762,1034,3,170.37,116.05
50762,1028,3,86.55,73.13
50762,1002,3,103.94,89.18
50762,1015,3,40.83,26.09
50762,1031,3,30.5,24.61
50763,1004,1,29.05,22.94
50763,1015,1,40.83,26.09
50764,1011,2,174.67,116.54
50764,1005,3,33.22,22.94
50765,1014,1,36.77,25.91
50765,1035,3,144.8,97.97
50765,1025,1,132.87,95.3
50765,1030,2,112.12,74.87
50765,1017,2,80.92,65.35
50766,1021,3,26.77,21.04
50767,1020,1,99.84,75.36
50767,1011,1,174.67,116.54
50767,1002,1,103.94,89.18
50768,1014,3,36.77,25.91
50768,1024,1,73.33,57.45
50769,1012,1,158.43,100.73
50769,1010,1,11.69,7.37
50770,1011,3,174.67,116.54
50770,1008,3,103.49,74.13
50771,1016,1,47.58,39.99
50771,1035,1,144.8,97.97
50771,1013,1,45.68,29.42
50771,1000,2,57.92,48.07
50771,1037,2,19.21,16.23
50772,1009,3,106.58,86.43
50772,1031,3,30.5,24.61
50772,1014,1,36.77,25.91
50773,1030,2,112.12,74.87
50773,1037,3,19.21,16.23
50773,1034,1,170.37,116.05
50774,1005,2,33.22,22.94
50774,1004,1,29.05,22.94
50774,1032,1,14.38,12.48
50775,1025,2,132.87,95.3
50775,1002,1,103.94,89.18
50776,1023,2,61.77,47.13
50776,1033,1,173.12,114.12
50777,1038,3,109.74,83.69
50777,1009,2,106.58,86.43
50777,1016,3,47.58,39.99
50778,1008,2,103.49,74.13
50779,1038,3,109.74,83.69
50779,1035,2,144.8,97.97
50779,1027,3,96.91,64.14
50780,1007,3,144.78,104.61
50780,1004,1,29.05,22.94
50780,1031,3,30.5,24.61
50781,1034,1,170.37,116.05
50781,1035,3,144.8,97.97
50781,1017,3,80.92,65.35
50781,1027,2,96.91,64.14
50782,1033,2,173.12,114.12
50783,1039,2,66.86,55.62
50783,1030,2,112.12,74.87
50783,1009,1,106.58,86.43
50783,1006,1,15.07,11.68
50783,1025,3,132.87,95.3
50784,1026,3,33.93,27.96
50784,1011,3,174.67,116.54
50784,1029,3,16.48,10.34
50784,1038,2,109.74,83.69
50784,1002,2,103.94,89.18
50785,1034,2,170.37,116.05
50785,1017,3,80.92,65.35
50786,1019,2,49.9,38.49
50786,1007,1,144.78,104.61
50787,1017,2,80.92,65.35
50787,1003,2,115.15,73.85
50788,1006,1,15.07,11.68
50788,1036,2,59.93,40.03
50788,1002,3,103.94,89.18
50788,1022,1,58.79,38.6
50788,1017,3,80.92,65.35
50789,1001,3,156.96,114.33
50789,1028,2,86.55,73.13
50789,1007,3,144.78,104.61
50790,1012,2,158.43,100.73
50790,1039,3,66.86,55.62
50790,1005,3,33.22,22.94
50791,1037,1,19.21,16.23
50791,1023,1,61.77,47.13
50791,1004,3,29.05,22.94
50791,1005,2,33.22,22.94
50791,1028,3,86.55,73.13
50792,1015,3,40.83,26.09
50792,1003,3,115.15,73.85
50792,1033,3,173.12,114.12
50793,1002,1,103.94,89.18
50793,1039,1,66.86,55.62
50793,1003,3,115.15,73.85
50793,1023,3,61.77,47.13
50794,1011,1,174.67,116.54
50794,1014,1,36.77,25.91
50794,1003,3,115.15,73.85
50795,1025,2,132.87,95.3
50795,1035,2,144.8,97.97
50796,1034,3,170.37,116.05
50797,1023,2,61.77,47.13
50797,1037,2,19.21,16.23
50797,1033,1,173.12,114.12
50797,1008,3,103.49,74.13
50797,1014,2,36.77,25.91
50798,1022,2,58.79,38.6
50798,1021,3,26.77,21.04
50798,1038,3,109.74,83.69
50798,1032,1,14.38,12.48
50798,1006,1,15.07,11.68
50799,1007,2,144.78,104.61
50799,1008,1,103.49,74.13
50800,1031,3,30.5,24.61
50800,1033,1,173.12,114.12
50801,1003,1,115.15,73.85
50801,1028,2,86.55,73.13
50801,1014,2,36.77,25.91
50801,1032,3,14.38,12.48
50802,1015,3,40.83,26.09
50802,1011,2,174.67,116.54
50802,1004,3,29.05,22.94
50803,1027,2,96.91,64.14
50803,1035,1,144.8,97.97
50804,1021,3,26.77,21.04
50804,1014,2,36.77,25.91
50804,1003,3,115.15,73.85
50804,1005,3,33.22,22.94
50804,1033,3,173.12,114.12
50805,1005,2,33.22,22.94
50805,1034,3,170.37,116.05
50806,1004,1,29.05,22.94
50807,1004,1,29.05,22.94
50808,1018,1,63.98,54.67
50809,1022,3,58.79,38.6
50809,1003,1,115.15,73.85
50810,1021,1,26.77,21.04
50810,1035,3,144.8,97.97
50810,1036,2,59.93,40.03
50810,1006,3,15.07,11.68
50811,1024,2,73.33,57.45
50812,1035,2,144.8,97.97
50812,1010,1,11.69,7.37
50813,1000,1,57.92,48.07
50813,1035,1,144.8,97.97
50813,1013,2,45.68,29.42
50813,1014,2,36.77,25.91
50813,1039,2,66.86,55.62
50814,1037,1,19.21,16.23
50814,1006,1,15.07,11.68
50815,1034,2,170.37,116.05
50815,1022,1,58.79,38.6
50815,1010,1,11.69,7.37
50815,1004,3,29.05,22.94
50816,1024,1,73.33,57.45
50816,1018,2,63.98,54.67
50816,1000,3,57.92,48.07
50816,1010,1,11.69,7.37
50817,1034,3,170.37,116.05
50817,1037,1,19.21,16.23
50817,1039,2,66.86,55.62
50818,1001,1,156.96,114.33
50818,1024,1,73.33,57.45
50818,1032,1,14.38,12.48
50818,1020,2,99.84,75.36
50818,1016,1,47.58,39.99
50819,1030,3,112.12,74.87
50819,1005,1,33.22,22.94
50819,1032,3,14.38,12.48
50820,1017,1,80.92,65.35
50820,1026,1,33.93,27.96
50820,1035,3,144.8,97.97
50820,1016,3,47.58,39.99
50821,1009,3,106.58,86.43
50821,1000,3,57.92,48.07
50821,1002,2,103.94,89.18
50821,1021,2,26.77,21.04
50821,1037,3,19.21,16.23
50822,1022,3,58.79,38.6
50823,1029,1,16.48,10.34
50823,1019,2,49.9,38.49
50823,1010,1,11.69,7.37
50823,1017,3,80.92,65.35
50824,1000,1,57.92,48.07
50824,1022,3,58.79,38.6
50824,1023,2,61.77,47.13
50825,1019,3,49.9,38.49
50826,1020,3,99.84,75.36
50826,1012,3,158.43,100.73
50826,1032,2,14.38,12.48
50826,1003,2,115.15,73.85
50826,1002,3,103.94,89.18
50827,1036,2,59.93,40.03
50828,1023,2,61.77,47.13
50829,1014,3,36.77,25.91
50829,1010,1,11.69,7.37
50829,1035,3,144.8,97.97
50829,1001,1,156.96,114.33
50830,1027,3,96.91,64.14
50831,1009,2,106.58,86.43
50831,1024,3,73.33,57.45
50832,1018,3,63.98,54.67
50832,1017,3,80.92,65.35
50832,1015,3,40.83,26.09
50833,1022,3,58.79,38.6
50833,1002,3,103.94,89.18
50834,1030,3,112.12,74.87
50834,1005,2,33.22,22.94
50835,1035,3,144.8,97.97
50835,1001,1,156.96,114.33
50835,1007,3,144.78,104.61
50835,1025,2,132.87,95.3
50836,1031,1,30.5,24.61
50836,1034,3,170.37,116.05
50836,1028,2,86.55,73.13
50836,1037,2,19.21,16.23
50837,1008,2,103.49,74.13
50837,1003,1,115.15,73.85
50837,1023,2,61.77,47.13
50837,1027,1,96.91,64.14
50837,1021,2,26.77,21.04
50838,1022,2,58.79,38.6
50838,1000,2,57.92,48.07
50838,1008,1,103.49,74.13
50838,1006,2,15.07,11.68
50838,1013,3,45.68,29.42
50839,1034,3,170.37,116.05
50840,1002,3,103.94,89.18
50840,1035,1,144.8,97.97
50840,1020,3,99.84,75.36
50841,1018,2,63.98,54.67
50841,1008,2,103.49,74.13
50842,1030,3,112.12,74.87
50842,1021,2,26.77,21.04
50842,1028,1,86.55,73.13
50843,1019,1,49.9,38.49
50843,1003,1,115.15,73.85
50843,1031,3,30.5,24.61
50843,1011,3,174.67,116.54
50844,1039,1,66.86,55.62
50845,1011,2,174.67,116.54
50845,1009,3,106.58,86.43
50845,1012,2,158.43,100.73
50845,1013,1,45.68,29.42
50845,1037,2,19.21,16.23
50846,1009,3,106.58,86.43
50846,1000,2,57.92,48.07
50847,1004,2,29.05,22.94
50847,1001,1,156.96,114.33
50847,1020,3,99.84,75.36
50847,1023,3,61.77,47.13
50847,1012,1,158.43,100.73
50848,1003,1,115.15,73.85
50848,1017,2,80.92,65.35
50848,1031,1,30.5,24.61
50849,1037,3,19.21,16.23
50850,1000,1,57.92,48.07
50850,1033,1,173.12,114.12
50851,1027,1,96.91,64.14
50852,1020,3,99.84,75.36
50852,1010,1,11.69,7.37
50853,1018,3,63.98,54.67
50853,1027,3,96.91,64.14
50853,1009,1,106.58,86.43
50853,1019,3,49.9,38.49
50854,1039,2,66.86,55.62
50855,1030,2,112.12,74.87
50855,1021,2,26.77,21.04
50855,1008,2,103.49,74.13
50856,1019,2,49.9,38.49
50856,1008,3,103.49,74.13
50857,1009,3,106.58,86.43
50858,1011,1,174.67,116.54
50858,1012,3,158.43,100.73
50859,1007,1,144.78,104.61
50859,1021,3,26.77,21.04
50859,1035,2,144.8,97.97
50860,1021,2,26.77,21.04
50860,1015,1,40.83,26.09
50860,1038,1,109.74,83.69
50860,1017,3,80.92,65.35
50861,1039,2,66.86,55.62
50861,1026,1,33.93,27.96
50861,1033,2,173.12,114.12
50861,1018,2,63.98,54.67
50862,1034,1,170.37,116.05
50862,1033,1,173.12,114.12
50863,1030,3,112.12,74.87
50863,1020,3,99.84,75.36
50863,1036,1,59.93,40.03
50863,1022,1,58.79,38.6
50864,1017,2,80.92,65.35
50864,1015,2,40.83,26.09
50865,1025,2,132.87,95.3
50865,1012,2,158.43,100.73
50865,1010,1,11.69,7.37
50865,1036,1,59.93,40.03
50865,1002,1,103.94,89.18
50866,1002,2,103.94,89.18
50867,1016,1,47.58,39.99
50867,1010,2,11.69,7.37
50867,1037,1,19.21,16.23
50868,1020,1,99.84,75.36
50868,1038,2,109.74,83.69
50868,1032,1,14.38,12.48
50868,1000,1,57.92,48.07
50868,1023,1,61.77,47.13
50869,1005,3,33.22,22.94
50869,1007,3,144.78,104.61
50869,1006,2,15.07,11.68
50869,1001,3,156.96,114.33
50870,1030,2,112.12,74.87
50870,1004,2,29.05,22.94
50871,1029,3,16.48,10.34
50871,1008,3,103.49,74.13
50872,1000,2,57.92,48.07
50872,1021,1,26.77,21.04
50872,1026,1,33.93,27.96
50872,1027,2,96.91,64.14
50873,1029,1,16.48,10.34
50874,1035,2,144.8,97.97
50874,1019,1,49.9,38.49
50874,1014,1,36.77,25.91
50875,1011,2,174.67,116.54
50875,1004,1,29.05,22.94
50875,1000,1,57.92,48.07
50875,1024,2,73.33,57.45
50875,1031,2,30.5,24.61
50876,1039,2,66.86,55.62
50877,1028,3,86.55,73.13
50878,1020,1,99.84,75.36
50878,1021,3,26.77,21.04
50878,1015,3,40.83,26.09
50878,1024,3,73.33,57.45
50878,1026,2,33.93,27.96
50879,1011,1,174.67,116.54
50879,1024,3,73.33,57.45
